Name,Price,Description,Images
330110105 冬季加绒情侣款长裤,,"三标，水洗唛齐全，辅料均为客供！非常不错的款式，适合情侣穿着，推荐兄弟们入手使用！颜色：黑色尺码；S~2XL尺码     裤长    腰围    臀围    S        97      67     98  M       99       70   102L        101      73     106XL     103     76     1102XL     105     79     114（手工测量，误差1~2cm).                推荐尺码S             90~115斤M             115~130斤L             130~145斤XL           145~160斤2XL           160~180斤","https://photo.yupoo.com/jiahuida/742a8649/small.png, https://photo.yupoo.com/jiahuida/742a8649/big.png, https://photo.yupoo.com/jiahuida/fecaa872/small.jpeg, https://photo.yupoo.com/jiahuida/fecaa872/big.jpeg, https://photo.yupoo.com/jiahuida/5df07a6a/small.jpeg, https://photo.yupoo.com/jiahuida/5df07a6a/big.jpeg, https://photo.yupoo.com/jiahuida/cf2b7c5a/small.png, https://photo.yupoo.com/jiahuida/cf2b7c5a/big.png, https://photo.yupoo.com/jiahuida/5b1404db/small.jpeg, https://photo.yupoo.com/jiahuida/5b1404db/big.jpeg, https://photo.yupoo.com/jiahuida/e4581dd9/small.jpeg, https://photo.yupoo.com/jiahuida/e4581dd9/big.jpeg, https://photo.yupoo.com/jiahuida/0029a891/small.jpeg, https://photo.yupoo.com/jiahuida/0029a891/big.jpeg, https://photo.yupoo.com/jiahuida/56260164/small.jpeg, https://photo.yupoo.com/jiahuida/56260164/big.jpeg, https://photo.yupoo.com/jiahuida/ee8a16fa/small.jpeg, https://photo.yupoo.com/jiahuida/ee8a16fa/big.jpeg, https://photo.yupoo.com/jiahuida/9e030700/small.jpeg, https://photo.yupoo.com/jiahuida/9e030700/big.jpeg, https://photo.yupoo.com/jiahuida/85a8e5b3/small.jpeg, https://photo.yupoo.com/jiahuida/85a8e5b3/big.jpeg, https://photo.yupoo.com/jiahuida/c3298019/small.jpeg, https://photo.yupoo.com/jiahuida/c3298019/big.jpeg, https://photo.yupoo.com/jiahuida/60596336/small.jpeg, https://photo.yupoo.com/jiahuida/60596336/big.jpeg, https://photo.yupoo.com/jiahuida/1b71c19e/small.jpeg, https://photo.yupoo.com/jiahuida/1b71c19e/big.jpeg, https://photo.yupoo.com/jiahuida/dd84ca77/small.jpeg, https://photo.yupoo.com/jiahuida/dd84ca77/big.jpeg, https://photo.yupoo.com/jiahuida/5947b104/small.jpeg, https://photo.yupoo.com/jiahuida/5947b104/big.jpeg, https://photo.yupoo.com/jiahuida/578c2871/small.jpeg, https://photo.yupoo.com/jiahuida/578c2871/big.jpeg, https://photo.yupoo.com/jiahuida/0cabc8a5/small.jpeg, https://photo.yupoo.com/jiahuida/0cabc8a5/big.jpeg, https://photo.yupoo.com/jiahuida/e592057d/small.jpeg, https://photo.yupoo.com/jiahuida/e592057d/big.jpeg, https://photo.yupoo.com/jiahuida/c5e097eb/small.jpeg, https://photo.yupoo.com/jiahuida/c5e097eb/big.jpeg, https://photo.yupoo.com/jiahuida/aca8f0a3/small.jpeg, https://photo.yupoo.com/jiahuida/aca8f0a3/big.jpeg, https://photo.yupoo.com/jiahuida/16fb34d6/small.jpeg, https://photo.yupoo.com/jiahuida/16fb34d6/big.jpeg, https://photo.yupoo.com/jiahuida/b1e4e139/small.jpeg, https://photo.yupoo.com/jiahuida/b1e4e139/big.jpeg, https://photo.yupoo.com/jiahuida/bf53fc10/small.jpeg, https://photo.yupoo.com/jiahuida/bf53fc10/big.jpeg, https://photo.yupoo.com/jiahuida/292d3dba/small.jpeg, https://photo.yupoo.com/jiahuida/292d3dba/big.jpeg, https://photo.yupoo.com/jiahuida/9300b940/small.jpeg, https://photo.yupoo.com/jiahuida/9300b940/big.jpeg, https://photo.yupoo.com/jiahuida/16f6523d/small.jpeg, https://photo.yupoo.com/jiahuida/16f6523d/big.jpeg, https://photo.yupoo.com/jiahuida/56d355d9/small.jpeg, https://photo.yupoo.com/jiahuida/56d355d9/big.jpeg, https://photo.yupoo.com/jiahuida/4be0c7b0/small.jpeg, https://photo.yupoo.com/jiahuida/4be0c7b0/big.jpeg, https://photo.yupoo.com/jiahuida/d142cf87/small.jpeg, https://photo.yupoo.com/jiahuida/d142cf87/big.jpeg, https://photo.yupoo.com/jiahuida/4223b4bc/small.jpeg, https://photo.yupoo.com/jiahuida/4223b4bc/big.jpeg, https://photo.yupoo.com/jiahuida/7e15154d/small.jpeg, https://photo.yupoo.com/jiahuida/7e15154d/big.jpeg, https://photo.yupoo.com/jiahuida/7ea0cf4e/small.jpeg, https://photo.yupoo.com/jiahuida/7ea0cf4e/big.jpeg, https://photo.yupoo.com/jiahuida/a8876d10/small.jpeg, https://photo.yupoo.com/jiahuida/a8876d10/big.jpeg, https://photo.yupoo.com/jiahuida/5cd4bb44/small.jpeg, https://photo.yupoo.com/jiahuida/5cd4bb44/big.jpeg, https://photo.yupoo.com/jiahuida/b3400c30/small.jpeg, https://photo.yupoo.com/jiahuida/b3400c30/big.jpeg, https://photo.yupoo.com/jiahuida/a7b6004c/small.jpeg, https://photo.yupoo.com/jiahuida/a7b6004c/big.jpeg, https://photo.yupoo.com/jiahuida/4d211a3b/small.jpeg, https://photo.yupoo.com/jiahuida/4d211a3b/big.jpeg, https://photo.yupoo.com/jiahuida/13019fba/small.jpeg, https://photo.yupoo.com/jiahuida/13019fba/big.jpeg, https://photo.yupoo.com/jiahuida/4bc92c07/small.jpeg, https://photo.yupoo.com/jiahuida/4bc92c07/big.jpeg, https://photo.yupoo.com/jiahuida/062af776/small.jpeg, https://photo.yupoo.com/jiahuida/062af776/big.jpeg, https://photo.yupoo.com/jiahuida/1e64a5e3/small.jpeg, https://photo.yupoo.com/jiahuida/1e64a5e3/big.jpeg, https://photo.yupoo.com/jiahuida/d768c384/small.jpeg, https://photo.yupoo.com/jiahuida/d768c384/big.jpeg, https://photo.yupoo.com/jiahuida/b56341b1/small.jpeg, https://photo.yupoo.com/jiahuida/b56341b1/big.jpeg, https://photo.yupoo.com/jiahuida/698ffda2/small.jpeg, https://photo.yupoo.com/jiahuida/698ffda2/big.jpeg, https://photo.yupoo.com/jiahuida/55d3d689/small.jpeg, https://photo.yupoo.com/jiahuida/55d3d689/big.jpeg, https://photo.yupoo.com/jiahuida/91edbce2/small.jpeg, https://photo.yupoo.com/jiahuida/91edbce2/big.jpeg, https://photo.yupoo.com/jiahuida/60ccfcdb/small.jpeg, https://photo.yupoo.com/jiahuida/60ccfcdb/big.jpeg, https://photo.yupoo.com/jiahuida/9d10d108/small.jpeg, https://photo.yupoo.com/jiahuida/9d10d108/big.jpeg, https://photo.yupoo.com/jiahuida/d9baa5ce/small.jpeg, https://photo.yupoo.com/jiahuida/d9baa5ce/big.jpeg, https://photo.yupoo.com/jiahuida/afece8fc/small.jpeg, https://photo.yupoo.com/jiahuida/afece8fc/big.jpeg, https://photo.yupoo.com/jiahuida/6b8c35ed/small.jpeg, https://photo.yupoo.com/jiahuida/6b8c35ed/big.jpeg, https://photo.yupoo.com/jiahuida/b7cdacd7/small.jpeg, https://photo.yupoo.com/jiahuida/b7cdacd7/big.jpeg, https://photo.yupoo.com/jiahuida/8685ef81/small.jpeg, https://photo.yupoo.com/jiahuida/8685ef81/big.jpeg, https://photo.yupoo.com/jiahuida/58d0b080/small.jpeg, https://photo.yupoo.com/jiahuida/58d0b080/big.jpeg, https://photo.yupoo.com/jiahuida/f1a94e61/small.jpeg, https://photo.yupoo.com/jiahuida/f1a94e61/big.jpeg"
330100140 冬季新款金丝条绒长裤,,"保暖效果绝对不比加绒裤差 口袋处刺绣采用进口绣花工艺 立体感十足 走线完美 条绒的面料更是又复古又流行 既有运动裤的宽松舒适 又有休闲裤的时尚洋气 总之买它就对了 冬天出街必备潮品尺码：M    L    XL   2XL裤长   96  98  100  102臀围   58  60   62    64腰围   36  40   44    48","https://photo.yupoo.com/jiahuida/1882efbf/small.png, https://photo.yupoo.com/jiahuida/1882efbf/big.png, https://photo.yupoo.com/jiahuida/436bcacd/small.jpeg, https://photo.yupoo.com/jiahuida/436bcacd/big.jpeg, https://photo.yupoo.com/jiahuida/83b8b752/small.jpeg, https://photo.yupoo.com/jiahuida/83b8b752/big.jpeg, https://photo.yupoo.com/jiahuida/0cf52c21/small.jpeg, https://photo.yupoo.com/jiahuida/0cf52c21/big.jpeg, https://photo.yupoo.com/jiahuida/2778e48b/small.jpeg, https://photo.yupoo.com/jiahuida/2778e48b/big.jpeg, https://photo.yupoo.com/jiahuida/144260e1/small.jpeg, https://photo.yupoo.com/jiahuida/144260e1/big.jpeg, https://photo.yupoo.com/jiahuida/fa7acd7f/small.jpeg, https://photo.yupoo.com/jiahuida/fa7acd7f/big.jpeg, https://photo.yupoo.com/jiahuida/df95f1f5/small.jpeg, https://photo.yupoo.com/jiahuida/df95f1f5/big.jpeg, https://photo.yupoo.com/jiahuida/63f5fad5/small.jpeg, https://photo.yupoo.com/jiahuida/63f5fad5/big.jpeg, https://photo.yupoo.com/jiahuida/91a71d9a/small.jpeg, https://photo.yupoo.com/jiahuida/91a71d9a/big.jpeg"
330090165 海外版保暖飞行者棉服外套,,"上身效果非常好，版型不臃肿。做工精细，走线高品质。最重要的是非常保暖，胸前经典不失风度，后背耐克大Logo配上更加的经典无比。这样的棉服岂止错过，男女同款搭配起来效果更加赞。颜色：黑色、白色。尺码：M-2XL。","https://photo.yupoo.com/jiahuida/260a6e2c/small.jpeg, https://photo.yupoo.com/jiahuida/260a6e2c/big.jpeg, https://photo.yupoo.com/jiahuida/3ba53766/small.jpeg, https://photo.yupoo.com/jiahuida/3ba53766/big.jpeg, https://photo.yupoo.com/jiahuida/8547ab2d/small.jpeg, https://photo.yupoo.com/jiahuida/8547ab2d/big.jpeg, https://photo.yupoo.com/jiahuida/ebbadaad/small.jpeg, https://photo.yupoo.com/jiahuida/ebbadaad/big.jpeg, https://photo.yupoo.com/jiahuida/b7be3560/small.jpeg, https://photo.yupoo.com/jiahuida/b7be3560/big.jpeg, https://photo.yupoo.com/jiahuida/6fc75795/small.jpeg, https://photo.yupoo.com/jiahuida/6fc75795/big.jpeg, https://photo.yupoo.com/jiahuida/811ed01a/small.jpeg, https://photo.yupoo.com/jiahuida/811ed01a/big.jpeg, https://photo.yupoo.com/jiahuida/c6de1744/small.jpeg, https://photo.yupoo.com/jiahuida/c6de1744/big.jpeg, https://photo.yupoo.com/jiahuida/a72a6a79/small.jpeg, https://photo.yupoo.com/jiahuida/a72a6a79/big.jpeg"
330080740 连帽羽绒棉服,,"连帽防风领口，帽子不可拆卸掉、更能抵御寒冷、面料方面更是牛B。成衣100%90绒，轻便不压身！前后幅面料为最新科技环保面料，手感柔软细腻，非常高档。做工精致全部坎车锁边压线 ，专柜最新五金拉链辅料！！！真正做到与柜台0误差作品！冬天御寒最佳选择！上身超有型！已达代购级别[强]。绝对市场顶级灭世版本。颜色黑白两色  码数：（4-5-6-7-8码）","https://photo.yupoo.com/jiahuida/9ba72f3a/small.jpeg, https://photo.yupoo.com/jiahuida/9ba72f3a/big.jpeg, https://photo.yupoo.com/jiahuida/5cae5749/small.jpeg, https://photo.yupoo.com/jiahuida/5cae5749/big.jpeg, https://photo.yupoo.com/jiahuida/f637ea95/small.jpeg, https://photo.yupoo.com/jiahuida/f637ea95/big.jpeg, https://photo.yupoo.com/jiahuida/fc868e85/small.jpeg, https://photo.yupoo.com/jiahuida/fc868e85/big.jpeg, https://photo.yupoo.com/jiahuida/280bc57f/small.jpeg, https://photo.yupoo.com/jiahuida/280bc57f/big.jpeg, https://photo.yupoo.com/jiahuida/f7c726ec/small.jpeg, https://photo.yupoo.com/jiahuida/f7c726ec/big.jpeg, https://photo.yupoo.com/jiahuida/eb868fd3/small.jpeg, https://photo.yupoo.com/jiahuida/eb868fd3/big.jpeg, https://photo.yupoo.com/jiahuida/153e1bbe/small.jpeg, https://photo.yupoo.com/jiahuida/153e1bbe/big.jpeg, https://photo.yupoo.com/jiahuida/2201803b/small.jpeg, https://photo.yupoo.com/jiahuida/2201803b/big.jpeg, https://photo.yupoo.com/jiahuida/80854fb5/small.jpeg, https://photo.yupoo.com/jiahuida/80854fb5/big.jpeg, https://photo.yupoo.com/jiahuida/dd485025/small.jpeg, https://photo.yupoo.com/jiahuida/dd485025/big.jpeg, https://photo.yupoo.com/jiahuida/ea32fe5b/small.jpeg, https://photo.yupoo.com/jiahuida/ea32fe5b/big.jpeg, https://photo.yupoo.com/jiahuida/02d7963f/small.jpeg, https://photo.yupoo.com/jiahuida/02d7963f/big.jpeg, https://photo.yupoo.com/jiahuida/15262b2a/small.jpeg, https://photo.yupoo.com/jiahuida/15262b2a/big.jpeg, https://photo.yupoo.com/jiahuida/74efdff8/small.jpeg, https://photo.yupoo.com/jiahuida/74efdff8/big.jpeg, https://photo.yupoo.com/jiahuida/3700994d/small.jpeg, https://photo.yupoo.com/jiahuida/3700994d/big.jpeg, https://photo.yupoo.com/jiahuida/4b66283d/small.jpeg, https://photo.yupoo.com/jiahuida/4b66283d/big.jpeg, https://photo.yupoo.com/jiahuida/9a1e48c5/small.jpeg, https://photo.yupoo.com/jiahuida/9a1e48c5/big.jpeg, https://photo.yupoo.com/jiahuida/eeb95c58/small.jpeg, https://photo.yupoo.com/jiahuida/eeb95c58/big.jpeg, https://photo.yupoo.com/jiahuida/5d15933d/small.jpeg, https://photo.yupoo.com/jiahuida/5d15933d/big.jpeg, https://photo.yupoo.com/jiahuida/c8aae39a/small.jpeg, https://photo.yupoo.com/jiahuida/c8aae39a/big.jpeg, https://photo.yupoo.com/jiahuida/ce70b159/small.jpeg, https://photo.yupoo.com/jiahuida/ce70b159/big.jpeg, https://photo.yupoo.com/jiahuida/c3135d62/small.jpeg, https://photo.yupoo.com/jiahuida/c3135d62/big.jpeg, https://photo.yupoo.com/jiahuida/59537bf4/small.jpeg, https://photo.yupoo.com/jiahuida/59537bf4/big.jpeg, https://photo.yupoo.com/jiahuida/6e5a19c8/small.jpeg, https://photo.yupoo.com/jiahuida/6e5a19c8/big.jpeg"
330070110 秋冬新款连帽男女款加绒卫衣,,"内里水貂绒 大二哈的印花 立体感特别强 真的像一只二哈在你身上趴着[偷笑]真的是超萌 简单时尚 青春活力 随意搭配  大家收到随意对比专柜质量  超强悍完美 黑色 白色 尺码: M-2XL                                           M   胸围104   衣长66  肩宽44  袖长62 （可穿95斤到125斤）            L   胸围108   衣长68  肩宽46  袖长63（可穿125斤到140斤）            XL  胸围112   衣长70  肩宽48  袖长64（可穿140斤到160斤）           2XL  胸围116   衣长72  肩宽50  袖长66（可穿160斤到185斤）","https://photo.yupoo.com/jiahuida/336a3aa0/small.png, https://photo.yupoo.com/jiahuida/336a3aa0/big.png, https://photo.yupoo.com/jiahuida/2d4c187c/small.jpeg, https://photo.yupoo.com/jiahuida/2d4c187c/big.jpeg, https://photo.yupoo.com/jiahuida/9eb7eea8/small.jpeg, https://photo.yupoo.com/jiahuida/9eb7eea8/big.jpeg, https://photo.yupoo.com/jiahuida/546200d1/small.jpeg, https://photo.yupoo.com/jiahuida/546200d1/big.jpeg, https://photo.yupoo.com/jiahuida/b71b2e28/small.jpeg, https://photo.yupoo.com/jiahuida/b71b2e28/big.jpeg, https://photo.yupoo.com/jiahuida/b039dc29/small.jpeg, https://photo.yupoo.com/jiahuida/b039dc29/big.jpeg, https://photo.yupoo.com/jiahuida/5bf1cf2f/small.jpeg, https://photo.yupoo.com/jiahuida/5bf1cf2f/big.jpeg, https://photo.yupoo.com/jiahuida/9d4e61d4/small.jpeg, https://photo.yupoo.com/jiahuida/9d4e61d4/big.jpeg, https://photo.yupoo.com/jiahuida/7ef5cc8c/small.jpeg, https://photo.yupoo.com/jiahuida/7ef5cc8c/big.jpeg, https://photo.yupoo.com/jiahuida/a40defe0/small.jpeg, https://photo.yupoo.com/jiahuida/a40defe0/big.jpeg"
330060120 新款休闲运动双层连帽卫衣,,"新款男女情侣同款卫衣，上身帅到爆！面料采用470克高品质罗马布内里加厚水貂绒  经典且霸气十足 面料特别透气 帽子上面的经过进口高温烫印技术 印花不易脱落开裂！定制抽绳帽拉链！高克重的分量 拿到手你就知道什么才是牛货 休闲百搭 潮流 颜色：黑色/白色 （尺码M-XXL）","https://photo.yupoo.com/jiahuida/524114d0/small.png, https://photo.yupoo.com/jiahuida/524114d0/big.png, https://photo.yupoo.com/jiahuida/951dabe4/small.jpeg, https://photo.yupoo.com/jiahuida/951dabe4/big.jpeg, https://photo.yupoo.com/jiahuida/5e6c6ace/small.jpeg, https://photo.yupoo.com/jiahuida/5e6c6ace/big.jpeg, https://photo.yupoo.com/jiahuida/090eaac7/small.jpeg, https://photo.yupoo.com/jiahuida/090eaac7/big.jpeg, https://photo.yupoo.com/jiahuida/53dd5ded/small.jpeg, https://photo.yupoo.com/jiahuida/53dd5ded/big.jpeg, https://photo.yupoo.com/jiahuida/0d5e650c/small.jpeg, https://photo.yupoo.com/jiahuida/0d5e650c/big.jpeg, https://photo.yupoo.com/jiahuida/aa7f7767/small.jpeg, https://photo.yupoo.com/jiahuida/aa7f7767/big.jpeg, https://photo.yupoo.com/jiahuida/da39a585/small.jpeg, https://photo.yupoo.com/jiahuida/da39a585/big.jpeg, https://photo.yupoo.com/jiahuida/fa6a2d44/small.jpeg, https://photo.yupoo.com/jiahuida/fa6a2d44/big.jpeg, https://photo.yupoo.com/jiahuida/6072d35e/small.jpeg, https://photo.yupoo.com/jiahuida/6072d35e/big.jpeg, https://photo.yupoo.com/jiahuida/b715ce2c/small.jpeg, https://photo.yupoo.com/jiahuida/b715ce2c/big.jpeg, https://photo.yupoo.com/jiahuida/f7acbae0/small.jpeg, https://photo.yupoo.com/jiahuida/f7acbae0/big.jpeg, https://photo.yupoo.com/jiahuida/835da562/small.jpeg, https://photo.yupoo.com/jiahuida/835da562/big.jpeg, https://photo.yupoo.com/jiahuida/0fd953c0/small.jpeg, https://photo.yupoo.com/jiahuida/0fd953c0/big.jpeg, https://photo.yupoo.com/jiahuida/735f5a91/small.jpeg, https://photo.yupoo.com/jiahuida/735f5a91/big.jpeg, https://photo.yupoo.com/jiahuida/47158054/small.jpeg, https://photo.yupoo.com/jiahuida/47158054/big.jpeg, https://photo.yupoo.com/jiahuida/ef11b201/small.jpeg, https://photo.yupoo.com/jiahuida/ef11b201/big.jpeg, https://photo.yupoo.com/jiahuida/91cb5980/small.jpeg, https://photo.yupoo.com/jiahuida/91cb5980/big.jpeg, https://photo.yupoo.com/jiahuida/39a07e68/small.jpeg, https://photo.yupoo.com/jiahuida/39a07e68/big.jpeg"
330050115 加绒卫衣,,"胸前简单字母印花图案，最新设计两袖撞色，帽绳配色，颜色搭配非常完美，更是能吸引少女心得一款秋冬必备的卫衣。图片色M   L  XL","https://photo.yupoo.com/jiahuida/26d845b2/small.jpeg, https://photo.yupoo.com/jiahuida/26d845b2/big.jpeg, https://photo.yupoo.com/jiahuida/9011f1a6/small.jpeg, https://photo.yupoo.com/jiahuida/9011f1a6/big.jpeg, https://photo.yupoo.com/jiahuida/504cd849/small.jpeg, https://photo.yupoo.com/jiahuida/504cd849/big.jpeg, https://photo.yupoo.com/jiahuida/311e1eab/small.jpeg, https://photo.yupoo.com/jiahuida/311e1eab/big.jpeg, https://photo.yupoo.com/jiahuida/aea7f48c/small.jpeg, https://photo.yupoo.com/jiahuida/aea7f48c/big.jpeg, https://photo.yupoo.com/jiahuida/887d4153/small.jpeg, https://photo.yupoo.com/jiahuida/887d4153/big.jpeg, https://photo.yupoo.com/jiahuida/fda62ab6/small.jpeg, https://photo.yupoo.com/jiahuida/fda62ab6/big.jpeg, https://photo.yupoo.com/jiahuida/c010aba0/small.jpeg, https://photo.yupoo.com/jiahuida/c010aba0/big.jpeg, https://photo.yupoo.com/jiahuida/279612da/small.jpeg, https://photo.yupoo.com/jiahuida/279612da/big.jpeg, https://photo.yupoo.com/jiahuida/19edc71a/small.jpeg, https://photo.yupoo.com/jiahuida/19edc71a/big.jpeg, https://photo.yupoo.com/jiahuida/7dfffebf/small.jpeg, https://photo.yupoo.com/jiahuida/7dfffebf/big.jpeg, https://photo.yupoo.com/jiahuida/e5300495/small.jpeg, https://photo.yupoo.com/jiahuida/e5300495/big.jpeg, https://photo.yupoo.com/jiahuida/7650e49c/small.jpeg, https://photo.yupoo.com/jiahuida/7650e49c/big.jpeg, https://photo.yupoo.com/jiahuida/8961c3b9/small.jpeg, https://photo.yupoo.com/jiahuida/8961c3b9/big.jpeg, https://photo.yupoo.com/jiahuida/35e866c4/small.jpeg, https://photo.yupoo.com/jiahuida/35e866c4/big.jpeg"
33004075 儿童加绒加厚裤子,,"整单大货 700条 全部整箱原包装 句厂老板说是出口老美的。因某细节问题 不要了 我非常细心的看了一下 没有任何问题。这个价格真的是美上天了。材质全部都检测过环保♻️的儿童的东西咱把关还是狠严格的 三标齐全 裤子3D立体剪裁拼接。加绒加厚面料。宝妈们开好啦！！赶紧买 真的好东西。值得给孩子买两条尺码110-160","https://photo.yupoo.com/jiahuida/3c526f5a/small.jpeg, https://photo.yupoo.com/jiahuida/3c526f5a/big.jpeg, https://photo.yupoo.com/jiahuida/a7cccd31/small.jpeg, https://photo.yupoo.com/jiahuida/a7cccd31/big.jpeg, https://photo.yupoo.com/jiahuida/b722bb56/small.jpeg, https://photo.yupoo.com/jiahuida/b722bb56/big.jpeg, https://photo.yupoo.com/jiahuida/7331e8f0/small.jpeg, https://photo.yupoo.com/jiahuida/7331e8f0/big.jpeg, https://photo.yupoo.com/jiahuida/e709f972/small.jpeg, https://photo.yupoo.com/jiahuida/e709f972/big.jpeg, https://photo.yupoo.com/jiahuida/596b2595/small.jpeg, https://photo.yupoo.com/jiahuida/596b2595/big.jpeg, https://photo.yupoo.com/jiahuida/f3c1b8aa/small.jpeg, https://photo.yupoo.com/jiahuida/f3c1b8aa/big.jpeg, https://photo.yupoo.com/jiahuida/73fb0825/small.jpeg, https://photo.yupoo.com/jiahuida/73fb0825/big.jpeg, https://photo.yupoo.com/jiahuida/dcc2c6a0/small.jpeg, https://photo.yupoo.com/jiahuida/dcc2c6a0/big.jpeg, https://photo.yupoo.com/jiahuida/34155a6b/small.jpeg, https://photo.yupoo.com/jiahuida/34155a6b/big.jpeg, https://photo.yupoo.com/jiahuida/ed554b77/small.jpeg, https://photo.yupoo.com/jiahuida/ed554b77/big.jpeg, https://photo.yupoo.com/jiahuida/66f8d647/small.jpeg, https://photo.yupoo.com/jiahuida/66f8d647/big.jpeg, https://photo.yupoo.com/jiahuida/796d3d7a/small.jpeg, https://photo.yupoo.com/jiahuida/796d3d7a/big.jpeg, https://photo.yupoo.com/jiahuida/2e3a8e98/small.jpeg, https://photo.yupoo.com/jiahuida/2e3a8e98/big.jpeg, https://photo.yupoo.com/jiahuida/9e8c03a6/small.jpeg, https://photo.yupoo.com/jiahuida/9e8c03a6/big.jpeg"
330030120 街头风BF风夹克外套,,"上身超赞， 适合任何体型，不挑人！时尚达人必备，上身有型，做工细节完美！人手必备!颜色：红色 蓝色  黑色尺码：M   L  XL  （单位cm)        胸围   衣长   肩宽   袖长M：  116     68      47    58.8 L：   120    70      48    60XL：  124    72      49    61.5","https://photo.yupoo.com/jiahuida/d4b8c781/small.png, https://photo.yupoo.com/jiahuida/d4b8c781/big.png, https://photo.yupoo.com/jiahuida/63a80a63/small.jpeg, https://photo.yupoo.com/jiahuida/63a80a63/big.jpeg, https://photo.yupoo.com/jiahuida/bfdb8577/small.jpeg, https://photo.yupoo.com/jiahuida/bfdb8577/big.jpeg, https://photo.yupoo.com/jiahuida/02e114d1/small.jpeg, https://photo.yupoo.com/jiahuida/02e114d1/big.jpeg, https://photo.yupoo.com/jiahuida/03086692/small.jpeg, https://photo.yupoo.com/jiahuida/03086692/big.jpeg, https://photo.yupoo.com/jiahuida/01d07c05/small.jpeg, https://photo.yupoo.com/jiahuida/01d07c05/big.jpeg, https://photo.yupoo.com/jiahuida/c700414a/small.jpeg, https://photo.yupoo.com/jiahuida/c700414a/big.jpeg, https://photo.yupoo.com/jiahuida/676b4932/small.jpeg, https://photo.yupoo.com/jiahuida/676b4932/big.jpeg, https://photo.yupoo.com/jiahuida/6facb73b/small.jpeg, https://photo.yupoo.com/jiahuida/6facb73b/big.jpeg, https://photo.yupoo.com/jiahuida/e6a8d5c0/small.jpeg, https://photo.yupoo.com/jiahuida/e6a8d5c0/big.jpeg"
330020130 加绒卫衣,,"街拍神器，随意搭配都好看，无论男女老少高矮胖瘦皆可轻松驾驭 ，做工精细零线头把控 ，稳到没朋友 。颜色：杏色  灰黑尺寸:M   L   XLM     衣长68 胸围108 肩宽46L      衣长70  胸围114 肩款48XL    衣长72  胸围116 肩宽50","https://photo.yupoo.com/jiahuida/b773bfd0/small.png, https://photo.yupoo.com/jiahuida/b773bfd0/big.png, https://photo.yupoo.com/jiahuida/5af8c618/small.jpeg, https://photo.yupoo.com/jiahuida/5af8c618/big.jpeg, https://photo.yupoo.com/jiahuida/bc47dbfb/small.jpeg, https://photo.yupoo.com/jiahuida/bc47dbfb/big.jpeg, https://photo.yupoo.com/jiahuida/3c5c09b5/small.jpeg, https://photo.yupoo.com/jiahuida/3c5c09b5/big.jpeg, https://photo.yupoo.com/jiahuida/6f2186b4/small.jpeg, https://photo.yupoo.com/jiahuida/6f2186b4/big.jpeg, https://photo.yupoo.com/jiahuida/aa12492a/small.jpeg, https://photo.yupoo.com/jiahuida/aa12492a/big.jpeg, https://photo.yupoo.com/jiahuida/dcf475c0/small.jpeg, https://photo.yupoo.com/jiahuida/dcf475c0/big.jpeg, https://photo.yupoo.com/jiahuida/4fd9977a/small.jpeg, https://photo.yupoo.com/jiahuida/4fd9977a/big.jpeg, https://photo.yupoo.com/jiahuida/8be42c58/small.jpeg, https://photo.yupoo.com/jiahuida/8be42c58/big.jpeg, https://photo.yupoo.com/jiahuida/43be0258/small.jpeg, https://photo.yupoo.com/jiahuida/43be0258/big.jpeg"
