Name,Price,Description,Images
330340160 羊羔毛宽松板双面穿情侣版外套,,"标志性大logo横跨衣服背部袖子右侧！胸前精致刺绣logo！超级抗风，厚实保暖，御寒效果和棉服一样！天冷就应该穿得暖暖和和的！细密大颗粒羊羔绒 柔软舒服的里布内衬~贴身穿保暖又舒适 可以说是御寒神器！整个人看起来很有动感、这件穿上之后并不会很臃肿，而是有一种慵懒风，视觉效果真的很好 潮男潮女必备！颜色：黑/色 蓝色尺码: S-2XL","https://photo.yupoo.com/jiahuida/bbc2e942/small.jpeg, https://photo.yupoo.com/jiahuida/bbc2e942/big.jpeg, https://photo.yupoo.com/jiahuida/803491e6/small.jpeg, https://photo.yupoo.com/jiahuida/803491e6/big.jpeg, https://photo.yupoo.com/jiahuida/cc04517c/small.jpeg, https://photo.yupoo.com/jiahuida/cc04517c/big.jpeg, https://photo.yupoo.com/jiahuida/313d2d02/small.jpeg, https://photo.yupoo.com/jiahuida/313d2d02/big.jpeg, https://photo.yupoo.com/jiahuida/f5d21215/small.jpeg, https://photo.yupoo.com/jiahuida/f5d21215/big.jpeg, https://photo.yupoo.com/jiahuida/6efbf369/small.jpeg, https://photo.yupoo.com/jiahuida/6efbf369/big.jpeg, https://photo.yupoo.com/jiahuida/da0e8ae4/small.jpeg, https://photo.yupoo.com/jiahuida/da0e8ae4/big.jpeg, https://photo.yupoo.com/jiahuida/92d42e7b/small.jpeg, https://photo.yupoo.com/jiahuida/92d42e7b/big.jpeg, https://photo.yupoo.com/jiahuida/6b0d41a4/small.jpeg, https://photo.yupoo.com/jiahuida/6b0d41a4/big.jpeg"
330340105 加绒休闲束脚运动裤,,"最大程度提供舒适度！收脚处也是松紧设计！面料采用纯客供高克重纯棉布，具有吸湿排汗的功能面料透气性强，手感柔软光滑，亲肤感强。内里精致水貂绒，舒适亲肤，炒鸡耐穿！做工更是666～一针一线不跳针，不断线，一根线头都难找，螺纹也是纯棉的，实物非常完美！自留款尺码：m-3XL","https://photo.yupoo.com/jiahuida/11790ec0/small.jpeg, https://photo.yupoo.com/jiahuida/11790ec0/big.jpeg, https://photo.yupoo.com/jiahuida/3cd11363/small.jpeg, https://photo.yupoo.com/jiahuida/3cd11363/big.jpeg, https://photo.yupoo.com/jiahuida/84085baa/small.jpeg, https://photo.yupoo.com/jiahuida/84085baa/big.jpeg, https://photo.yupoo.com/jiahuida/65be5fbb/small.jpeg, https://photo.yupoo.com/jiahuida/65be5fbb/big.jpeg, https://photo.yupoo.com/jiahuida/5707fcf5/small.jpeg, https://photo.yupoo.com/jiahuida/5707fcf5/big.jpeg, https://photo.yupoo.com/jiahuida/d02e5f76/small.jpeg, https://photo.yupoo.com/jiahuida/d02e5f76/big.jpeg, https://photo.yupoo.com/jiahuida/418f98e8/small.jpeg, https://photo.yupoo.com/jiahuida/418f98e8/big.jpeg, https://photo.yupoo.com/jiahuida/bd48bde0/small.jpeg, https://photo.yupoo.com/jiahuida/bd48bde0/big.jpeg, https://photo.yupoo.com/jiahuida/8cbe848e/small.jpeg, https://photo.yupoo.com/jiahuida/8cbe848e/big.jpeg"
330330125 情侣装秋季新款时尚毛衣V领撞色毛衫,,"茭花的针织纹理更是独特，茭花的花型经典，非常耐看，穿个几年都不会过时。而茭花的图案更是非常难织，织普通两件毛衣的时间才能织出一件茭花毛衣。这就是为什么市场上茭花毛衣很少的原因了，配上高克重的分量，暖暖的很贴心。各种搭配信手拈来，颜色：白色（落肩 宽松版型）S :衣长64cm 胸围102CM 肩连袖：72cmM :衣长65cm 胸围106CM 肩连袖：74cmL :衣长66cm 胸围110CM 肩连袖：76cm","https://photo.yupoo.com/jiahuida/1c6c1a83/small.png, https://photo.yupoo.com/jiahuida/1c6c1a83/big.png, https://photo.yupoo.com/jiahuida/4cd4a29d/small.jpeg, https://photo.yupoo.com/jiahuida/4cd4a29d/big.jpeg, https://photo.yupoo.com/jiahuida/02b0ff20/small.jpeg, https://photo.yupoo.com/jiahuida/02b0ff20/big.jpeg, https://photo.yupoo.com/jiahuida/aa540ca8/small.jpeg, https://photo.yupoo.com/jiahuida/aa540ca8/big.jpeg, https://photo.yupoo.com/jiahuida/fb3d0c11/small.jpeg, https://photo.yupoo.com/jiahuida/fb3d0c11/big.jpeg, https://photo.yupoo.com/jiahuida/d66682c6/small.jpeg, https://photo.yupoo.com/jiahuida/d66682c6/big.jpeg, https://photo.yupoo.com/jiahuida/a59e9464/small.jpeg, https://photo.yupoo.com/jiahuida/a59e9464/big.jpeg, https://photo.yupoo.com/jiahuida/57f35c5d/small.jpeg, https://photo.yupoo.com/jiahuida/57f35c5d/big.jpeg, https://photo.yupoo.com/jiahuida/4ba14294/small.jpeg, https://photo.yupoo.com/jiahuida/4ba14294/big.jpeg, https://photo.yupoo.com/jiahuida/bd231223/small.jpeg, https://photo.yupoo.com/jiahuida/bd231223/big.jpeg, https://photo.yupoo.com/jiahuida/c327e105/small.jpeg, https://photo.yupoo.com/jiahuida/c327e105/big.jpeg, https://photo.yupoo.com/jiahuida/70bb73a2/small.jpeg, https://photo.yupoo.com/jiahuida/70bb73a2/big.jpeg, https://photo.yupoo.com/jiahuida/d490ae58/small.jpeg, https://photo.yupoo.com/jiahuida/d490ae58/big.jpeg, https://photo.yupoo.com/jiahuida/0ddb9758/small.jpeg, https://photo.yupoo.com/jiahuida/0ddb9758/big.jpeg, https://photo.yupoo.com/jiahuida/818c1ef8/small.jpeg, https://photo.yupoo.com/jiahuida/818c1ef8/big.jpeg, https://photo.yupoo.com/jiahuida/a6ea0f84/small.jpeg, https://photo.yupoo.com/jiahuida/a6ea0f84/big.jpeg, https://photo.yupoo.com/jiahuida/6c0d7054/small.jpeg, https://photo.yupoo.com/jiahuida/6c0d7054/big.jpeg, https://photo.yupoo.com/jiahuida/bdcfde2b/small.jpeg, https://photo.yupoo.com/jiahuida/bdcfde2b/big.jpeg, https://photo.yupoo.com/jiahuida/4f508869/small.jpeg, https://photo.yupoo.com/jiahuida/4f508869/big.jpeg, https://photo.yupoo.com/jiahuida/510ecb69/small.jpeg, https://photo.yupoo.com/jiahuida/510ecb69/big.jpeg, https://photo.yupoo.com/jiahuida/b46cc9d2/small.jpeg, https://photo.yupoo.com/jiahuida/b46cc9d2/big.jpeg, https://photo.yupoo.com/jiahuida/c47b2789/small.jpeg, https://photo.yupoo.com/jiahuida/c47b2789/big.jpeg, https://photo.yupoo.com/jiahuida/cfebf0c5/small.jpeg, https://photo.yupoo.com/jiahuida/cfebf0c5/big.jpeg, https://photo.yupoo.com/jiahuida/112044b5/small.jpeg, https://photo.yupoo.com/jiahuida/112044b5/big.jpeg, https://photo.yupoo.com/jiahuida/f257f124/small.jpeg, https://photo.yupoo.com/jiahuida/f257f124/big.jpeg, https://photo.yupoo.com/jiahuida/aabd729b/small.jpeg, https://photo.yupoo.com/jiahuida/aabd729b/big.jpeg, https://photo.yupoo.com/jiahuida/f4c01cb4/small.jpeg, https://photo.yupoo.com/jiahuida/f4c01cb4/big.jpeg, https://photo.yupoo.com/jiahuida/542f27fa/small.jpeg, https://photo.yupoo.com/jiahuida/542f27fa/big.jpeg, https://photo.yupoo.com/jiahuida/dd9c4536/small.jpeg, https://photo.yupoo.com/jiahuida/dd9c4536/big.jpeg, https://photo.yupoo.com/jiahuida/dd28b342/small.jpeg, https://photo.yupoo.com/jiahuida/dd28b342/big.jpeg, https://photo.yupoo.com/jiahuida/0475b90c/small.jpeg, https://photo.yupoo.com/jiahuida/0475b90c/big.jpeg, https://photo.yupoo.com/jiahuida/92b99585/small.jpeg, https://photo.yupoo.com/jiahuida/92b99585/big.jpeg, https://photo.yupoo.com/jiahuida/37ad8270/small.jpeg, https://photo.yupoo.com/jiahuida/37ad8270/big.jpeg, https://photo.yupoo.com/jiahuida/3fb5cdc4/small.jpeg, https://photo.yupoo.com/jiahuida/3fb5cdc4/big.jpeg, https://photo.yupoo.com/jiahuida/70e60dc1/small.jpeg, https://photo.yupoo.com/jiahuida/70e60dc1/big.jpeg, https://photo.yupoo.com/jiahuida/cc8a512a/small.jpeg, https://photo.yupoo.com/jiahuida/cc8a512a/big.jpeg, https://photo.yupoo.com/jiahuida/41a95deb/small.jpeg, https://photo.yupoo.com/jiahuida/41a95deb/big.jpeg"
330320420 新款连帽羽绒服,,"上身效果非常好看！不臃肿！保暖有型！安稳过冬！掌柜力荐！业界醉强牛货！帅炸了！90%白鸭绒+10%羽毛！男士连帽羽绒服！颜色，黑色，白色，尺码M-3XLM肩宽46 胸围112 衣长65 袖长62.8L 肩宽47 胸围116 衣长66 袖长64XL肩宽48 胸围120 衣长67.5 袖长652XL肩宽49 胸围124 衣长69 袖长663XL肩宽50 胸围128衣长70.5袖长67","https://photo.yupoo.com/jiahuida/966ba35c/small.png, https://photo.yupoo.com/jiahuida/966ba35c/big.png, https://photo.yupoo.com/jiahuida/bced7bcd/small.png, https://photo.yupoo.com/jiahuida/bced7bcd/big.png, https://photo.yupoo.com/jiahuida/7683343e/small.jpeg, https://photo.yupoo.com/jiahuida/7683343e/big.jpeg, https://photo.yupoo.com/jiahuida/4f1efd9f/small.jpeg, https://photo.yupoo.com/jiahuida/4f1efd9f/big.jpeg, https://photo.yupoo.com/jiahuida/ef1422a4/small.jpeg, https://photo.yupoo.com/jiahuida/ef1422a4/big.jpeg, https://photo.yupoo.com/jiahuida/56236a62/small.jpeg, https://photo.yupoo.com/jiahuida/56236a62/big.jpeg, https://photo.yupoo.com/jiahuida/4ad3d59d/small.jpeg, https://photo.yupoo.com/jiahuida/4ad3d59d/big.jpeg, https://photo.yupoo.com/jiahuida/98bb0e99/small.jpeg, https://photo.yupoo.com/jiahuida/98bb0e99/big.jpeg, https://photo.yupoo.com/jiahuida/efca62d2/small.jpeg, https://photo.yupoo.com/jiahuida/efca62d2/big.jpeg, https://photo.yupoo.com/jiahuida/e6fb66f7/small.jpeg, https://photo.yupoo.com/jiahuida/e6fb66f7/big.jpeg, https://photo.yupoo.com/jiahuida/d8ff9cd6/small.jpeg, https://photo.yupoo.com/jiahuida/d8ff9cd6/big.jpeg, https://photo.yupoo.com/jiahuida/6cf317cb/small.jpeg, https://photo.yupoo.com/jiahuida/6cf317cb/big.jpeg, https://photo.yupoo.com/jiahuida/52233cbf/small.jpeg, https://photo.yupoo.com/jiahuida/52233cbf/big.jpeg, https://photo.yupoo.com/jiahuida/384e91c3/small.jpeg, https://photo.yupoo.com/jiahuida/384e91c3/big.jpeg, https://photo.yupoo.com/jiahuida/ebf0bf3f/small.jpeg, https://photo.yupoo.com/jiahuida/ebf0bf3f/big.jpeg, https://photo.yupoo.com/jiahuida/14d62435/small.jpeg, https://photo.yupoo.com/jiahuida/14d62435/big.jpeg, https://photo.yupoo.com/jiahuida/5f6299f0/small.jpeg, https://photo.yupoo.com/jiahuida/5f6299f0/big.jpeg, https://photo.yupoo.com/jiahuida/7f64f89b/small.jpeg, https://photo.yupoo.com/jiahuida/7f64f89b/big.jpeg, https://photo.yupoo.com/jiahuida/6cf7223a/small.jpeg, https://photo.yupoo.com/jiahuida/6cf7223a/big.jpeg, https://photo.yupoo.com/jiahuida/4a12ec1c/small.jpeg, https://photo.yupoo.com/jiahuida/4a12ec1c/big.jpeg, https://photo.yupoo.com/jiahuida/6e94b7f3/small.jpeg, https://photo.yupoo.com/jiahuida/6e94b7f3/big.jpeg, https://photo.yupoo.com/jiahuida/1b6168cb/small.jpeg, https://photo.yupoo.com/jiahuida/1b6168cb/big.jpeg, https://photo.yupoo.com/jiahuida/8c9244be/small.jpeg, https://photo.yupoo.com/jiahuida/8c9244be/big.jpeg, https://photo.yupoo.com/jiahuida/30cba063/small.jpeg, https://photo.yupoo.com/jiahuida/30cba063/big.jpeg, https://photo.yupoo.com/jiahuida/426ae732/small.jpeg, https://photo.yupoo.com/jiahuida/426ae732/big.jpeg, https://photo.yupoo.com/jiahuida/9432a73f/small.jpeg, https://photo.yupoo.com/jiahuida/9432a73f/big.jpeg, https://photo.yupoo.com/jiahuida/bbe86a4b/small.jpeg, https://photo.yupoo.com/jiahuida/bbe86a4b/big.jpeg, https://photo.yupoo.com/jiahuida/56bcc291/small.jpeg, https://photo.yupoo.com/jiahuida/56bcc291/big.jpeg, https://photo.yupoo.com/jiahuida/fad0f6e3/small.jpeg, https://photo.yupoo.com/jiahuida/fad0f6e3/big.jpeg, https://photo.yupoo.com/jiahuida/5014f1cc/small.jpeg, https://photo.yupoo.com/jiahuida/5014f1cc/big.jpeg, https://photo.yupoo.com/jiahuida/9760597d/small.jpeg, https://photo.yupoo.com/jiahuida/9760597d/big.jpeg, https://photo.yupoo.com/jiahuida/0a047d2a/small.jpeg, https://photo.yupoo.com/jiahuida/0a047d2a/big.jpeg, https://photo.yupoo.com/jiahuida/95fd6eb8/small.jpeg, https://photo.yupoo.com/jiahuida/95fd6eb8/big.jpeg, https://photo.yupoo.com/jiahuida/ef8695cb/small.jpeg, https://photo.yupoo.com/jiahuida/ef8695cb/big.jpeg, https://photo.yupoo.com/jiahuida/d3cb90b2/small.jpeg, https://photo.yupoo.com/jiahuida/d3cb90b2/big.jpeg, https://photo.yupoo.com/jiahuida/a109b809/small.jpeg, https://photo.yupoo.com/jiahuida/a109b809/big.jpeg, https://photo.yupoo.com/jiahuida/e7774228/small.jpeg, https://photo.yupoo.com/jiahuida/e7774228/big.jpeg, https://photo.yupoo.com/jiahuida/1616b82e/small.jpeg, https://photo.yupoo.com/jiahuida/1616b82e/big.jpeg"
330310115 四色情侣款加绒卫衣,,"这次给大家带来的是一款海外版加绒情侣款卫衣！胸前大字母草写的设计超级有新意！星星贴布更加有质感！领口拼接整片螺纹！超废料！衣服实穿不变形！设计有新意！袖边定制国旗贴布！袖口经典小标！细节都很完美！圆领经典款！四色齐发！","https://photo.yupoo.com/jiahuida/bae0534c/small.jpeg, https://photo.yupoo.com/jiahuida/bae0534c/big.jpeg, https://photo.yupoo.com/jiahuida/e623ad3f/small.jpeg, https://photo.yupoo.com/jiahuida/e623ad3f/big.jpeg, https://photo.yupoo.com/jiahuida/078003c0/small.jpeg, https://photo.yupoo.com/jiahuida/078003c0/big.jpeg, https://photo.yupoo.com/jiahuida/60eab186/small.jpeg, https://photo.yupoo.com/jiahuida/60eab186/big.jpeg, https://photo.yupoo.com/jiahuida/346fae64/small.jpeg, https://photo.yupoo.com/jiahuida/346fae64/big.jpeg, https://photo.yupoo.com/jiahuida/90909ac4/small.jpeg, https://photo.yupoo.com/jiahuida/90909ac4/big.jpeg, https://photo.yupoo.com/jiahuida/c51f330c/small.jpeg, https://photo.yupoo.com/jiahuida/c51f330c/big.jpeg, https://photo.yupoo.com/jiahuida/6b9a724f/small.jpeg, https://photo.yupoo.com/jiahuida/6b9a724f/big.jpeg, https://photo.yupoo.com/jiahuida/033109a3/small.jpeg, https://photo.yupoo.com/jiahuida/033109a3/big.jpeg, https://photo.yupoo.com/jiahuida/4c5443bb/small.jpeg, https://photo.yupoo.com/jiahuida/4c5443bb/big.jpeg, https://photo.yupoo.com/jiahuida/a0632076/small.jpeg, https://photo.yupoo.com/jiahuida/a0632076/big.jpeg, https://photo.yupoo.com/jiahuida/ef835549/small.jpeg, https://photo.yupoo.com/jiahuida/ef835549/big.jpeg, https://photo.yupoo.com/jiahuida/ae7015ec/small.jpeg, https://photo.yupoo.com/jiahuida/ae7015ec/big.jpeg, https://photo.yupoo.com/jiahuida/fb6f3de9/small.jpeg, https://photo.yupoo.com/jiahuida/fb6f3de9/big.jpeg, https://photo.yupoo.com/jiahuida/9d5b774f/small.jpeg, https://photo.yupoo.com/jiahuida/9d5b774f/big.jpeg, https://photo.yupoo.com/jiahuida/d0cf109a/small.jpeg, https://photo.yupoo.com/jiahuida/d0cf109a/big.jpeg, https://photo.yupoo.com/jiahuida/7c4ad52c/small.jpeg, https://photo.yupoo.com/jiahuida/7c4ad52c/big.jpeg, https://photo.yupoo.com/jiahuida/3c44ed64/small.jpeg, https://photo.yupoo.com/jiahuida/3c44ed64/big.jpeg"
33030050 棒球帽,,"刺绣款鸭舌帽、遮阳帽、弯檐帽。简单经典。非市场通货，用料做工到刺绣标绝对不是市场上的普通货。完全原单一样的面料，东莞工厂！不是小厂能比的！这货能拿到实属不易！9色出：西瓜红，，卡其，湖蓝，浅紫色，黄色，白色，橘色，宝蓝，黑色","https://photo.yupoo.com/jiahuida/393df4f9/small.jpeg, https://photo.yupoo.com/jiahuida/393df4f9/big.jpeg, https://photo.yupoo.com/jiahuida/7327205f/small.jpeg, https://photo.yupoo.com/jiahuida/7327205f/big.jpeg, https://photo.yupoo.com/jiahuida/d72c4976/small.jpeg, https://photo.yupoo.com/jiahuida/d72c4976/big.jpeg, https://photo.yupoo.com/jiahuida/5c9e8586/small.jpeg, https://photo.yupoo.com/jiahuida/5c9e8586/big.jpeg, https://photo.yupoo.com/jiahuida/56d6c7e7/small.jpeg, https://photo.yupoo.com/jiahuida/56d6c7e7/big.jpeg, https://photo.yupoo.com/jiahuida/348edec9/small.jpeg, https://photo.yupoo.com/jiahuida/348edec9/big.jpeg, https://photo.yupoo.com/jiahuida/03b2fac2/small.jpeg, https://photo.yupoo.com/jiahuida/03b2fac2/big.jpeg, https://photo.yupoo.com/jiahuida/5d3bdded/small.jpeg, https://photo.yupoo.com/jiahuida/5d3bdded/big.jpeg, https://photo.yupoo.com/jiahuida/1b6f0f40/small.jpeg, https://photo.yupoo.com/jiahuida/1b6f0f40/big.jpeg"
33029080 一包两件秋冬新款长袖T恤,,"宽松休闲版型，穿着舒适不紧绷，同时更具百搭效果。胸前简约印花logo点缀，打破单调感！经典黑白撞色，提升衣服层次感！男女情侣款！衣橱必备！尺码：M，L，XLM 衣长70  胸围104  肩宽45  袖长61L  衣长72  胸围108  肩宽46  袖长62XL 衣长74  胸围112  肩宽47  袖长63","https://photo.yupoo.com/jiahuida/5fd18f0d/small.png, https://photo.yupoo.com/jiahuida/5fd18f0d/big.png, https://photo.yupoo.com/jiahuida/e3847a2b/small.jpeg, https://photo.yupoo.com/jiahuida/e3847a2b/big.jpeg, https://photo.yupoo.com/jiahuida/59de76b1/small.jpeg, https://photo.yupoo.com/jiahuida/59de76b1/big.jpeg, https://photo.yupoo.com/jiahuida/16ad8823/small.jpeg, https://photo.yupoo.com/jiahuida/16ad8823/big.jpeg, https://photo.yupoo.com/jiahuida/4e83d5fc/small.jpeg, https://photo.yupoo.com/jiahuida/4e83d5fc/big.jpeg, https://photo.yupoo.com/jiahuida/ac274d3e/small.jpeg, https://photo.yupoo.com/jiahuida/ac274d3e/big.jpeg, https://photo.yupoo.com/jiahuida/4d6aba74/small.jpeg, https://photo.yupoo.com/jiahuida/4d6aba74/big.jpeg, https://photo.yupoo.com/jiahuida/13457d1f/small.jpeg, https://photo.yupoo.com/jiahuida/13457d1f/big.jpeg, https://photo.yupoo.com/jiahuida/7888dd04/small.jpeg, https://photo.yupoo.com/jiahuida/7888dd04/big.jpeg, https://photo.yupoo.com/jiahuida/3fc576d9/small.jpeg, https://photo.yupoo.com/jiahuida/3fc576d9/big.jpeg"
330280125 字母印花多色迷彩拉链卫衣,,"原厂出品、全部面料定织定染、精选高品质精棉、400克加厚水洗面料、三标齐全、所有细节、全部到位、品質杠杠的、全部進口日本浆料、浆料界的、秒杀普通市場貨。好的東西要分享給大家、我們只做专柜品质。黑色：M一L一XL一XXL。尺寸表M码 肩宽45 胸围102 衣长70 L码 肩宽46 胸围106 衣长71XL码 肩宽47 胸围114 衣长73 XXL码 肩宽49 胸围120 衣长75","https://photo.yupoo.com/jiahuida/9127b713/small.png, https://photo.yupoo.com/jiahuida/9127b713/big.png, https://photo.yupoo.com/jiahuida/0baf30fb/small.jpeg, https://photo.yupoo.com/jiahuida/0baf30fb/big.jpeg, https://photo.yupoo.com/jiahuida/e2ee753d/small.jpeg, https://photo.yupoo.com/jiahuida/e2ee753d/big.jpeg, https://photo.yupoo.com/jiahuida/e7df5955/small.jpeg, https://photo.yupoo.com/jiahuida/e7df5955/big.jpeg, https://photo.yupoo.com/jiahuida/b6387c2e/small.jpeg, https://photo.yupoo.com/jiahuida/b6387c2e/big.jpeg, https://photo.yupoo.com/jiahuida/185dcfea/small.jpeg, https://photo.yupoo.com/jiahuida/185dcfea/big.jpeg, https://photo.yupoo.com/jiahuida/f4c0fc42/small.jpeg, https://photo.yupoo.com/jiahuida/f4c0fc42/big.jpeg, https://photo.yupoo.com/jiahuida/97c9961e/small.jpeg, https://photo.yupoo.com/jiahuida/97c9961e/big.jpeg, https://photo.yupoo.com/jiahuida/7db8009f/small.jpeg, https://photo.yupoo.com/jiahuida/7db8009f/big.jpeg, https://photo.yupoo.com/jiahuida/f1fcd8e9/small.jpeg, https://photo.yupoo.com/jiahuida/f1fcd8e9/big.jpeg"
330270115 高领加绒卫衣,,"采用今年最流行的铜色与黑色搭配 蝙蝠衫造型宽松百搭 内衬外穿都可以 可以打底380g高克重！冬季不再寒冷男女均合适 颜色：黑色 尺码偏大 M.K.XL","https://photo.yupoo.com/jiahuida/bdf1994e/small.jpeg, https://photo.yupoo.com/jiahuida/bdf1994e/big.jpeg, https://photo.yupoo.com/jiahuida/43aa4287/small.jpeg, https://photo.yupoo.com/jiahuida/43aa4287/big.jpeg, https://photo.yupoo.com/jiahuida/e27fa0a8/small.jpeg, https://photo.yupoo.com/jiahuida/e27fa0a8/big.jpeg, https://photo.yupoo.com/jiahuida/08aeaca9/small.jpeg, https://photo.yupoo.com/jiahuida/08aeaca9/big.jpeg, https://photo.yupoo.com/jiahuida/b099df4b/small.jpeg, https://photo.yupoo.com/jiahuida/b099df4b/big.jpeg, https://photo.yupoo.com/jiahuida/b2edaf2b/small.jpeg, https://photo.yupoo.com/jiahuida/b2edaf2b/big.jpeg, https://photo.yupoo.com/jiahuida/940e40e5/small.jpeg, https://photo.yupoo.com/jiahuida/940e40e5/big.jpeg, https://photo.yupoo.com/jiahuida/5f47c309/small.jpeg, https://photo.yupoo.com/jiahuida/5f47c309/big.jpeg, https://photo.yupoo.com/jiahuida/acddc66b/small.jpeg, https://photo.yupoo.com/jiahuida/acddc66b/big.jpeg"
330260115 黑白撞色线条立领教练棒球夹克加绒外套,,"全身采用黑色线条遍布拼接处，配合黑色拉链展示出撞色的效果，拉链采用YKK定制 细节决定一切。面料采用360g加厚雪花绒，内里含绒，保留成衣外表不臃肿的情况下，让保暖性大幅度提高。尺码：M       L      XL胸围：120  124   128衣长：64    66     68","https://photo.yupoo.com/jiahuida/39e33f1b/small.png, https://photo.yupoo.com/jiahuida/39e33f1b/big.png, https://photo.yupoo.com/jiahuida/5b991a9f/small.jpeg, https://photo.yupoo.com/jiahuida/5b991a9f/big.jpeg, https://photo.yupoo.com/jiahuida/2be50add/small.jpeg, https://photo.yupoo.com/jiahuida/2be50add/big.jpeg, https://photo.yupoo.com/jiahuida/4a6f49b9/small.jpeg, https://photo.yupoo.com/jiahuida/4a6f49b9/big.jpeg, https://photo.yupoo.com/jiahuida/4459ae4e/small.jpeg, https://photo.yupoo.com/jiahuida/4459ae4e/big.jpeg, https://photo.yupoo.com/jiahuida/c26de3d6/small.jpeg, https://photo.yupoo.com/jiahuida/c26de3d6/big.jpeg, https://photo.yupoo.com/jiahuida/f9fca18e/small.jpeg, https://photo.yupoo.com/jiahuida/f9fca18e/big.jpeg, https://photo.yupoo.com/jiahuida/b67ce545/small.jpeg, https://photo.yupoo.com/jiahuida/b67ce545/big.jpeg, https://photo.yupoo.com/jiahuida/7ba5ea2e/small.jpeg, https://photo.yupoo.com/jiahuida/7ba5ea2e/big.jpeg, https://photo.yupoo.com/jiahuida/601b51a0/small.jpeg, https://photo.yupoo.com/jiahuida/601b51a0/big.jpeg"
330250105 加绒金属色印花加绒连帽卫衣,,"一个创造连续三连冠的完美战续队伍，选用金属色印花宣誓着湖人队的三巨头最辉煌的时刻。宽松随意版型，突显层次感的黑色底色。颜色:黑色尺码:Ｍ L XL","https://photo.yupoo.com/jiahuida/dc9948ba/small.jpeg, https://photo.yupoo.com/jiahuida/dc9948ba/big.jpeg, https://photo.yupoo.com/jiahuida/05d64e1a/small.jpeg, https://photo.yupoo.com/jiahuida/05d64e1a/big.jpeg, https://photo.yupoo.com/jiahuida/c4a81d00/small.jpeg, https://photo.yupoo.com/jiahuida/c4a81d00/big.jpeg, https://photo.yupoo.com/jiahuida/a32bf657/small.jpeg, https://photo.yupoo.com/jiahuida/a32bf657/big.jpeg, https://photo.yupoo.com/jiahuida/863c0e5b/small.jpeg, https://photo.yupoo.com/jiahuida/863c0e5b/big.jpeg, https://photo.yupoo.com/jiahuida/8a8700fe/small.jpeg, https://photo.yupoo.com/jiahuida/8a8700fe/big.jpeg, https://photo.yupoo.com/jiahuida/236e0484/small.jpeg, https://photo.yupoo.com/jiahuida/236e0484/big.jpeg, https://photo.yupoo.com/jiahuida/33acf6b4/small.jpeg, https://photo.yupoo.com/jiahuida/33acf6b4/big.jpeg, https://photo.yupoo.com/jiahuida/e5a6e26a/small.jpeg, https://photo.yupoo.com/jiahuida/e5a6e26a/big.jpeg"
330240150 羊羔毛拼接加厚棉服,,"一件秋冬出行必备的外套 炒鸡扛风采用高克重澳洲羊羔毛面料 厚实保暖除了表面的羊羔毛 内里也是加了薄棉的手臂特订透明臂章标 个性有态度 下摆 袖口 都设计了松紧锁扣 不会漏风","https://photo.yupoo.com/jiahuida/65af0ca6/small.png, https://photo.yupoo.com/jiahuida/65af0ca6/big.png, https://photo.yupoo.com/jiahuida/e5ab606c/small.jpeg, https://photo.yupoo.com/jiahuida/e5ab606c/big.jpeg, https://photo.yupoo.com/jiahuida/4ce37f21/small.jpeg, https://photo.yupoo.com/jiahuida/4ce37f21/big.jpeg, https://photo.yupoo.com/jiahuida/0e028a26/small.jpeg, https://photo.yupoo.com/jiahuida/0e028a26/big.jpeg, https://photo.yupoo.com/jiahuida/6d4e686a/small.jpeg, https://photo.yupoo.com/jiahuida/6d4e686a/big.jpeg, https://photo.yupoo.com/jiahuida/f5dda229/small.jpeg, https://photo.yupoo.com/jiahuida/f5dda229/big.jpeg, https://photo.yupoo.com/jiahuida/ce8d88f3/small.jpeg, https://photo.yupoo.com/jiahuida/ce8d88f3/big.jpeg, https://photo.yupoo.com/jiahuida/de9d64c0/small.jpeg, https://photo.yupoo.com/jiahuida/de9d64c0/big.jpeg, https://photo.yupoo.com/jiahuida/16179bc0/small.jpeg, https://photo.yupoo.com/jiahuida/16179bc0/big.jpeg, https://photo.yupoo.com/jiahuida/3c32c9b9/small.jpeg, https://photo.yupoo.com/jiahuida/3c32c9b9/big.jpeg"
